interval,threads,rate,MB/sec,bytes/io,read%,resp,read_resp,write_resp,resp_max,read_max,write_max,resp_std,queue_depth,cpu_used,cpu_user
521,4,102323,1598.7969,16384,50.1197,1.208,0.3875,2.0323,7.296,2.664,7.296,0.9594,123.602,5.9223,0.6967
522,4,102380,1599.6875,16384,50.1582,1.2074,0.3852,2.0348,12.328,4.505,12.328,0.9788,123.5917,5.74,0.6338
523,4,101160,1580.625,16384,50.001,1.2227,0.387,2.0585,14.278,2.987,14.278,1.0204,123.732,5.5978,0.5973
524,4,101896,1592.125,16384,49.9068,1.2133,0.3883,2.0352,12.391,11.682,12.391,0.977,123.5975,5.5718,0.5715
525,4,102013,1593.9531,16384,50.0025,1.2118,0.3861,2.0375,17.693,16.443,17.693,0.9665,123.6092,5.8309,0.6686
526,4,102421,1600.3281,16384,50.1694,1.2063,0.3899,2.0282,8.162,5.565,8.162,0.9556,123.5295,6.1587,0.9194
527,4,102357,1599.3281,16384,50.0278,1.207,0.3842,2.0307,13.631,2.628,13.631,0.9768,123.5558,5.9568,0.7936
528,4,102598,1603.0938,16384,50.2456,1.2038,0.3841,2.0317,11.567,3.681,11.567,0.9657,123.5608,5.7143,0.6875
529,4,102792,1606.125,16384,50.1576,1.2043,0.3839,2.0299,13.343,2.642,13.343,0.96,123.7475,5.616,0.5795
530,4,103248,1613.25,16384,50.615,1.1976,0.3896,2.0256,13.399,2.576,13.399,0.9486,123.652,5.6824,0.5798
531,4,102647,1603.8594,16384,50.2811,1.2034,0.3863,2.0297,9.183,3.594,9.183,0.9615,123.5275,5.794,0.6249
532,4,101364,1583.8125,16384,49.8195,1.22,0.3886,2.0454,12.111,9.503,12.111,0.98,123.6287,5.999,0.7856
533,4,101653,1588.3281,16384,49.8254,1.2154,0.385,2.04,11.021,3.787,11.021,0.9824,123.6135,5.7722,0.6513
534,4,102640,1603.75,16384,50.2309,1.2046,0.3867,2.0301,6.635,2.654,6.635,0.955,123.5958,5.726,0.6333
535,4,101508,1586.0625,16384,50.0108,1.2184,0.389,2.0481,11.982,4.495,11.982,0.9777,123.6773,5.7675,0.7042
536,4,101732,1589.5625,16384,49.9803,1.2144,0.3875,2.0406,14.613,12.288,14.613,0.9813,123.5793,5.8105,0.7051
537,4,102209,1597.0156,16384,50.0142,1.2092,0.3864,2.0324,14.844,5.926,14.844,0.9677,123.5514,6.0341,0.8212
538,4,102294,1598.3438,16384,49.9521,1.208,0.3871,2.0273,15.77,9.274,15.77,0.966,123.6059,5.7107,0.6157
539,4,102224,1597.25,16384,49.912,1.2092,0.3862,2.0293,13.646,2.542,13.646,0.9555,123.6096,5.7144,0.6062
540,4,101682,1588.7812,16384,50.0216,1.2156,0.3853,2.0466,14.443,3.909,14.443,0.9946,123.6049,5.5927,0.5976
541,4,102456,1600.875,16384,50.0673,1.2063,0.3883,2.0264,7.402,7.402,6.314,0.9547,123.6035,5.6567,0.6068
542,4,102186,1596.6562,16384,50.0196,1.2112,0.3848,2.0383,13.327,2.847,13.327,0.9609,123.7205,5.8101,0.6327
543,4,100965,1577.5781,16384,50.0738,1.2234,0.3898,2.0594,14.24,3.201,14.24,1.0037,123.5986,5.8429,0.6611
544,4,102373,1599.5781,16384,49.9458,1.2082,0.3845,2.0301,6.988,2.736,6.988,0.9585,123.5948,5.79,0.6513
545,4,102180,1596.5625,16384,50.0822,1.2086,0.3868,2.0332,13.422,2.553,13.422,0.979,123.5961,5.6403,0.5979
546,4,100806,1575.0938,16384,49.758,1.2277,0.3891,2.0582,19.108,19.108,15.366,1.0238,123.7307,5.5808,0.6152
547,4,102354,1599.2812,16384,50.2306,1.2076,0.3876,2.0351,10.345,9.003,10.345,0.9608,123.5518,5.7353,0.679
548,4,102244,1597.5625,16384,49.8709,1.2088,0.3865,2.0269,8.157,5.167,8.157,0.9553,123.5879,5.9337,0.7049
549,4,101946,1592.9062,16384,50.0039,1.2125,0.3839,2.0412,15,3.525,15,0.9949,123.6113,5.6672,0.6158
550,4,102056,1594.625,16384,49.9637,1.2115,0.3879,2.034,6.727,3.299,6.727,0.9612,123.6475,5.5882,0.5981
551,4,101906,1592.2812,16384,49.9529,1.2136,0.3865,2.0392,6.463,2.579,6.463,0.9632,123.6581,5.5214,0.5798
552,4,102418,1600.2812,16384,49.9863,1.2069,0.386,2.0274,11.657,2.577,11.657,0.9592,123.6128,5.7145,0.6418
553,4,101261,1582.2031,16384,49.7793,1.2206,0.387,2.0469,12.906,11.432,12.906,0.9772,123.5977,5.626,0.6519
554,4,101960,1593.125,16384,49.999,1.2123,0.3876,2.037,13.585,2.602,13.585,0.9722,123.6097,5.8998,0.6873
555,4,100977,1577.7656,16384,50.1827,1.2243,0.3853,2.0695,14.153,3.055,14.153,1.0325,123.6222,5.6289,0.6244
556,4,102296,1598.375,16384,50.0313,1.2094,0.3857,2.0341,9.289,9.289,6.845,0.9596,123.7304,5.6353,0.6509
557,4,102095,1595.2344,16384,49.9065,1.2104,0.3847,2.033,7.375,2.867,7.375,0.9576,123.5983,5.6899,0.6332
558,4,102594,1603.0312,16384,50.1969,1.2051,0.3844,2.0324,8.805,5.075,8.805,0.9615,123.6048,5.7417,0.633
559,4,101906,1592.2812,16384,50.0049,1.2127,0.3855,2.0401,9.259,9.259,6.815,0.9686,123.608,5.82,0.6506
560,4,102154,1596.1562,16384,50.3103,1.2101,0.3858,2.0447,14.276,5.849,14.276,0.9925,123.5986,6.017,0.7399
561,4,102186,1596.6562,16384,50.0998,1.2106,0.3827,2.0419,13.517,4.517,13.517,0.9741,123.728,5.6651,0.6156
562,4,101868,1591.6875,16384,49.9264,1.2129,0.3862,2.0371,12.459,2.679,12.459,0.9737,123.5908,5.6066,0.5713
563,4,101957,1593.0781,16384,49.9691,1.213,0.3864,2.0385,13.366,2.741,13.366,0.9739,123.5998,5.5516,0.598
564,4,101973,1593.3281,16384,50.0456,1.2117,0.3858,2.0391,12.823,3.128,12.823,0.9706,123.6036,5.7225,0.5972
565,4,102426,1600.4062,16384,50.1855,1.207,0.3844,2.0357,6.677,2.784,6.677,0.9605,123.6188,5.6484,0.6078
566,4,101300,1582.8125,16384,49.9457,1.2202,0.389,2.0496,12.801,11.287,12.801,0.9764,123.6068,5.9846,0.6778
567,4,101898,1592.1562,16384,50.0186,1.2145,0.3875,2.0422,13.442,3.674,13.442,0.9756,123.731,5.6988,0.6243
568,4,102509,1601.7031,16384,50.34,1.2056,0.3882,2.0342,12.08,8.503,12.08,0.9617,123.6156,5.6172,0.6162
569,4,102085,1595.0781,16384,50.1367,1.2113,0.3853,2.0417,12.446,6.64,12.446,0.9838,123.6484,5.6458,0.6243
570,4,101414,1584.5938,16384,50.0049,1.2188,0.3862,2.0516,13.478,12.436,13.478,0.9801,123.6348,5.6939,0.6783
571,4,100968,1577.625,16384,49.995,1.225,0.3884,2.0614,11.762,5.227,11.762,1.0017,123.6408,5.8639,0.714
572,4,102309,1598.5781,16384,50.1393,1.2068,0.3874,2.0308,7.297,2.688,7.297,0.9589,123.497,5.6516,0.6259
573,4,101675,1588.6719,16384,49.9543,1.217,0.3886,2.044,7.034,2.633,7.034,0.9651,123.7242,5.5246,0.598
574,4,101763,1590.0469,16384,50.028,1.215,0.3841,2.0468,12.784,9.345,12.784,0.9894,123.6062,5.2953,0.5277
575,4,100733,1573.9531,16384,49.8784,1.2269,0.3871,2.0626,12.781,3.399,12.781,1.0001,123.6016,5.3408,0.5636
576,4,101922,1592.5312,16384,49.9382,1.2127,0.3877,2.0356,9.839,2.566,9.839,0.9606,123.6022,5.5028,0.5995
577,4,101308,1582.9375,16384,50.1076,1.2192,0.3889,2.0529,8.893,3.243,8.893,0.9842,123.5202,6.0757,0.8309
578,4,102402,1600.0312,16384,50.25,1.2079,0.3866,2.0374,6.091,2.649,6.091,0.9595,123.6696,5.6579,0.7241
579,4,101152,1580.5,16384,50.1157,1.2216,0.3882,2.0588,11.982,3.743,11.982,0.9944,123.577,5.5656,0.6789
580,4,102585,1602.8906,16384,50.134,1.2051,0.3863,2.0283,10.42,8.967,10.42,0.9677,123.6024,5.4571,0.5458
581,4,101223,1581.6094,16384,49.8632,1.2209,0.3887,2.0487,10.515,6.066,10.515,0.9756,123.5987,5.5008,0.6261
582,4,101846,1591.3438,16384,50.2455,1.2136,0.3898,2.0455,12.664,4.474,12.664,0.9762,123.6127,5.8419,0.661
583,4,101590,1587.3438,16384,50.1063,1.2164,0.3903,2.0461,12.481,3.19,12.481,0.9915,123.5701,5.9721,0.7576
584,4,101750,1589.8438,16384,49.9735,1.2142,0.3851,2.0424,10.599,2.754,10.599,0.9663,123.5673,5.7454,0.7316
585,4,101836,1591.1875,16384,49.9381,1.2143,0.384,2.0425,12.083,2.563,12.083,0.978,123.6621,5.6369,0.6689
586,4,102182,1596.5938,16384,50.275,1.2098,0.3869,2.0418,9.376,3.232,9.376,0.9675,123.5966,5.6646,0.6156
587,4,101155,1580.5469,16384,49.868,1.2214,0.3868,2.0516,15.722,3.098,15.722,0.9932,123.5921,5.7123,0.6426
588,4,102215,1597.1094,16384,49.9281,1.2095,0.3852,2.0315,10.98,3.128,10.98,0.9656,123.5893,6.0441,0.8035
589,4,101391,1584.2344,16384,49.9354,1.2195,0.3871,2.0498,11.773,4.103,11.773,0.9822,123.7284,5.7823,0.6415
590,4,101786,1590.4062,16384,50.112,1.2155,0.3848,2.05,15.495,11.873,15.495,0.9818,123.6387,5.6041,0.6247
591,4,101750,1589.8438,16384,50.0187,1.2152,0.3938,2.0373,9.171,6.122,9.171,0.9584,123.6509,5.6789,0.6418
592,4,101400,1584.375,16384,50.1124,1.218,0.3877,2.0521,13.729,12.457,13.729,0.9809,123.5083,5.6742,0.6523
593,4,101968,1593.25,16384,50.0559,1.2115,0.3877,2.0372,12.76,5.168,12.76,0.9784,123.565,5.9644,0.7411
594,4,101878,1591.8438,16384,50.0628,1.2145,0.3885,2.0427,14.688,11.468,14.688,0.9766,123.7309,5.654,0.6332
595,4,102242,1597.5312,16384,50.2572,1.2095,0.3864,2.0411,6.564,3.557,6.564,0.9646,123.627,5.6146,0.6069
596,4,101215,1581.4844,16384,50.0242,1.2209,0.3894,2.0532,11.623,2.63,11.623,0.9874,123.6035,5.5398,0.571
597,4,101106,1579.7812,16384,49.8576,1.2224,0.3873,2.0528,14.972,3.966,14.972,0.9891,123.6003,5.611,0.562
598,4,100989,1577.9531,16384,49.948,1.224,0.3873,2.0589,13.24,3.496,13.24,1.0016,123.6132,5.6007,0.6074
599,4,101844,1591.3125,16384,50.0236,1.2133,0.3863,2.0411,6.389,2.646,6.389,0.97,123.6047,5.8361,0.6704
600,4,101663,1588.4844,16384,50.0162,1.2176,0.3906,2.0452,13.577,10.546,13.577,0.9869,123.7466,5.7413,0.6418
